module_name,category,phase,phase_name,purpose_output_goal,data_sources,auth_strategy,telemetry_tables,success_criteria,failure_modes,execution_frequency,runtime_estimate_minutes,owner_team,development_status,priority,impact_level,priority_score,batch_order_hint,integration_endpoints,credential_owner,secret_rotation_days,telemetry_schema_notes,expected_artifacts,rollback_plan
db_connection_string_audit,Database & Storage,4,File System & Storage Integrity,"Inventory SMB shares, enumerate ACLs, and flag sensitive/excessive permissions.","WinRM (CIM/WMI), SMB enumeration, Agent (optional)",Delegated AD service account (JEA scope) stored in Vault; no domain admin; PAM rotation.,"fs_paths, fs_acl, fs_findings",Key shares scanned; ACL drift detected; sensitive paths flagged with evidence.,Access denied; root share offline; scan timeout; agent offline.,daily,20,Storage,design,P3 - Routine,Medium,3.0,3,winrm://<host>; smb://<host>/<share>; ssh://<host>,Storage via Vault (ad/service/win-audit),60,"fs_acl(path text, sid text, rights text, inherited bool, meta jsonb) with GIN(path)","Share inventory CSV, ACL findings report, sensitive paths list; Raw fs_paths export; Raw fs_acl export; Raw fs_findings export",Keep last metadata snapshot; mark host stale; retry window 2h; alert Storage team.
db_index_usage_monitor,Database & Storage,4,File System & Storage Integrity,"Inventory SMB shares, enumerate ACLs, and flag sensitive/excessive permissions.","WinRM (CIM/WMI), SMB enumeration, Agent (optional)",Delegated AD service account (JEA scope) stored in Vault; no domain admin; PAM rotation.,"fs_paths, fs_acl, fs_findings",Key shares scanned; ACL drift detected; sensitive paths flagged with evidence.,Access denied; root share offline; scan timeout; agent offline.,daily,20,Storage,design,P3 - Routine,Medium,3.0,3,winrm://<host>; smb://<host>/<share>; ssh://<host>,Storage via Vault (ad/service/win-audit),60,"fs_acl(path text, sid text, rights text, inherited bool, meta jsonb) with GIN(path)","Share inventory CSV, ACL findings report, sensitive paths list; Raw fs_paths export; Raw fs_acl export; Raw fs_findings export",Keep last metadata snapshot; mark host stale; retry window 2h; alert Storage team.
storage_snapshot_retention_checker,Database & Storage,4,File System & Storage Integrity,"Inventory SMB shares, enumerate ACLs, and flag sensitive/excessive permissions.","WinRM (CIM/WMI), SMB enumeration, Agent (optional)",Delegated AD service account (JEA scope) stored in Vault; no domain admin; PAM rotation.,"fs_paths, fs_acl, fs_findings",Key shares scanned; ACL drift detected; sensitive paths flagged with evidence.,Access denied; root share offline; scan timeout; agent offline.,daily,20,Storage,design,P3 - Routine,Medium,3.0,3,winrm://<host>; smb://<host>/<share>; ssh://<host>,Storage via Vault (ad/service/win-audit),60,"fs_acl(path text, sid text, rights text, inherited bool, meta jsonb) with GIN(path)","Share inventory CSV, ACL findings report, sensitive paths list; Raw fs_paths export; Raw fs_acl export; Raw fs_findings export",Keep last metadata snapshot; mark host stale; retry window 2h; alert Storage team.
tenant_quota_monitor,Multi-Tenant Management,1,Core Platform & Tenant Bootstrap,"Provide tenant isolation, role-based access control, and audit logging for all services.","Postgres (tenants, users, roles), Internal Admin API, Audit logger",Vault AppRole for platform services; DB creds via Vault dynamic secrets (TTL 1h).,"tenants, users, roles, subscriptions, audit_logs",RBAC enforced; audit events for all admin actions; zero cross-tenant data leakage in tests.,Missing audit records; policy bypass; schema drift breaking auth; healthcheck failing.,continuous,0,Platform,prod,P0 - Critical,High,5.0,1,"https://internal.tenantra.local/admin, postgres://tenantra-core, rbac://policy-engine",Platform team via Vault,30,"audit_logs(event_ts timestamptz, actor_id uuid, action text, target text, meta jsonb) with GIN(meta)","API healthchecks, RBAC policies, audit-log sample dataset",Revert to last stable schema migration; disable new policy routes; restore last secrets version.
tenant_onboarding_audit,Multi-Tenant Management,1,Core Platform & Tenant Bootstrap,"Provide tenant isolation, role-based access control, and audit logging for all services.","Postgres (tenants, users, roles), Internal Admin API, Audit logger",Vault AppRole for platform services; DB creds via Vault dynamic secrets (TTL 1h).,"tenants, users, roles, subscriptions, audit_logs",RBAC enforced; audit events for all admin actions; zero cross-tenant data leakage in tests.,Missing audit records; policy bypass; schema drift breaking auth; healthcheck failing.,continuous,0,Platform,prod,P0 - Critical,High,5.0,1,"https://internal.tenantra.local/admin, postgres://tenantra-core, rbac://policy-engine",Platform team via Vault,30,"audit_logs(event_ts timestamptz, actor_id uuid, action text, target text, meta jsonb) with GIN(meta)","API healthchecks, RBAC policies, audit-log sample dataset",Revert to last stable schema migration; disable new policy routes; restore last secrets version.
tenant_isolation_validator,Multi-Tenant Management,1,Core Platform & Tenant Bootstrap,"Provide tenant isolation, role-based access control, and audit logging for all services.","Postgres (tenants, users, roles), Internal Admin API, Audit logger, WinRM, OSQuery",Machine creds or agent keys in Vault kv/tenants/<tenant>/grc,"tenants, users, roles, subscriptions, audit_logs, compliance_results, control_evidence",RBAC enforced; audit events for all admin actions; zero cross-tenant data leakage in tests.,Missing audit records; policy bypass; schema drift breaking auth; healthcheck failing.,continuous,0,GRC,prod,P0 - Critical,High,5.0,1,"https://internal.tenantra.local/admin, postgres://tenantra-core, rbac://policy-engine; winrm://<host>; osquery://agent",Platform team via Vault,30,"audit_logs(event_ts timestamptz, actor_id uuid, action text, target text, meta jsonb) with GIN(meta); control_evidence(control_id text, host_id uuid, result text, evidence jsonb, ts timestamptz) partitioned by day","API healthchecks, RBAC policies, audit-log sample dataset",Revert to last stable schema migration; disable new policy routes; restore last secrets version.
sla_violation_alert,Service Level Management,8,Services & Scheduled Tasks,Inventory Windows services/tasks and flag anomalous states and autostarts.,"WinRM, WMI, PowerShell Remoting",AD delegated service account (JEA); secrets managed in Vault; PAM rotation.,"svc_inventory, task_schedules",Service/task inventory complete; start‑type/state drift flagged; low alert noise.,WinRM unreachable; RPC/COM failures; permissions denied.,hourly,10,WindowsOps,backlog,P4 - Backlog,Low,2.0,4,winrm://<host>; wmi://Win32_Service; powershell://ScheduledTasks,WindowsOps via Vault,90,"svc_inventory(host_id, svc_name, start_type, state, bin_path) + idx(host_id, svc_name)","Service inventory CSV, drift alerts, failures report; Raw svc_inventory export; Raw task_schedules export",Retain last good inventory; mark host stale; reattempt next hour.
rmm_agent_update_monitor,Remote Monitoring & Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
remote_session_health_checker,Remote Monitoring & Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
firewall_firmware_audit,Network & Perimeter Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
vpn_config_drift_detector,Network & Perimeter Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
waf_rule_update_monitor,Network & Perimeter Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
api_rate_limit_enforcer,API & Integration,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
esb_message_flow_monitor,API & Integration,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
webhook_delivery_health_checker,API & Integration,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
