Category,Module Name,Purpose / Output Goal,Dependencies & Notes,Expertise Level,Team,OS,Application,Pre Config,Compliance Mapping
Network & Perimeter Security,netconf_configuration_audit,Audit network device configs via NETCONF,NETCONF access; YANG models,Level 4,Network Admin Team,Network Appliance OS,NETCONF Client,YANG models loaded; NETCONF credentials configured,
Network & Perimeter Security,opaque_overlay_network_checker,"Validate that overlay networks (VXLAN, GRE) align with underlay",SDN and underlay API,Level 5,Network Architecture Team,Network Appliance OS,SDN Controller API,Overlay mappings loaded; API creds configured,
Network & Perimeter Security,bgp_peer_health_monitor,Track BGP peer session uptime and route validity,BGP API; router logs,Level 3,Network Admin Team,Network Appliance OS,Router API,BGP peer list configured; API credentials loaded,
Network & Perimeter Security,dmpc_analyzer,Analyze Denial-of-Service Mitigation Packet Captures (DMPs),Packet capture storage; analysis engine,Level 4,Network Security Team,"Linux, Windows",Analysis Engine,Capture storage path configured; Engine credentials loaded,
Network & Perimeter Security,iplc_link_performance_tracker,Monitor international private leased circuit (IPLC) latency,MPLS/SDH network metrics; SNMP,Level 4,Network Admin Team,Network Appliance OS,SNMP Client,SNMP creds configured; Probe schedule defined,
Network & Perimeter Security,sctp_association_monitor,Track SCTP associations and abnormal resets,Socket monitoring; agent,Level 3,Network Security Team,Linux,Agent (Tenantra),Raw socket access enabled; Agent configured,
API & Integration,api_schema_conformance_checker,Validate API responses against OpenAPI/Swagger schemas,Schema definitions; API test harness,Level 3,Integration Team,Platform agnostic,Custom Test Tool,Schema files loaded; Test harness configured,
API & Integration,api_test_case_executor,Run automated API test suites and report failures,"API testing framework (Postman, pytest); API creds",Level 3,Integration Team,Platform agnostic,Postman/pytest,Test collections imported; API credentials configured,
API & Integration,graphql_schema_validator,Ensure GraphQL schemas meet security and performance standards,GraphQL introspection; lint tool,Level 3,Integration Team,Platform agnostic,GraphQL CLI,Schema endpoint configured; Lint rules loaded,
API & Integration,soap_wsdl_compliance_checker,Validate SOAP services against WSDL definitions,WSDL file; SOAP client,Level 2,Integration Team,Platform agnostic,SoapUI or custom client,WSDL URLs imported; Client credentials configured,
API & Integration,rest_endpoint_latency_monitor,Measure latency for REST endpoints,HTTP probe; monitoring server,Level 2,DevOps Team,Platform agnostic,Prometheus/Grafana,Probe endpoints configured; Alert rules defined,
API & Integration,api_authentication_strength_audit,Check strength of API authentication mechanisms,Auth logs; API gateway config,Level 3,Security Ops Team,Platform agnostic,API Gateway API,Auth policies loaded; Log collection configured,
API & Integration,api_version_deprecation_monitor,Alert when clients call deprecated API versions,API gateway logs; version metadata,Level 2,Integration Team,Platform agnostic,API Gateway API,Deprecation metadata loaded; Log forwarding enabled,
API & Integration,api_error_rate_alert,Alert when API error rates exceed threshold,API logs; metrics exporter,Level 3,DevOps Team,Platform agnostic,Prometheus,Log shippers configured; Exporter scrape targets defined,
API & Integration,correlation_id_propagation_checker,Verify correlation IDs are passed through every microservice,Trace data; service mesh,Level 3,DevOps Team,Linux,Jaeger/Zipkin,Sidecar injection enabled; Trace collectors configured,
API & Integration,api_key_rotation_tracker,Monitor rotation status of published API keys,API management portal; webhook integration,Level 2,Security Ops Team,Platform agnostic,API Management Console,Rotation schedule defined; Webhooks configured,
API & Integration,webhook_signature_validator,Confirm incoming webhooks are signed correctly,HMAC secret; signature header,Level 3,Integration Team,Platform agnostic,Custom Listener,Secret keys loaded; Listener configured,
API & Integration,esb_transaction_latency_monitor,Track end-to-end latency for ESB message flows,ESB logs; monitoring integration,Level 3,Integration Team,"Linux, Windows",MuleSoft/IBM MQ,Log shippers configured; Alerts defined,
API & Integration,api_rate_limit_violation_detector,Detect clients exceeding configured rate limits,API gateway metrics; log analysis,Level 3,Security Ops Team,Platform agnostic,API Gateway API,Rate-limit policies loaded; Log forwarding enabled,
API & Integration,oauth_token_usage_audit,Analyze issuance and usage of OAuth tokens,Auth server logs; API gateway logs,Level 3,Security Ops Team,Platform agnostic,IAM/OAuth Server,Audit logging enabled; Log ingestion configured,
API & Integration,api_gateway_route_validator,Ensure routing rules in API gateway match documented endpoints,Gateway config API; swagger/openapi spec,Level 3,Integration Team,Platform agnostic,API Gateway API,Spec definitions loaded; Gateway config access enabled,
Microservices Observability,service_startup_time_monitor,Measure time taken for services to become ready,Container logs; orchestration API,Level 2,DevOps Team,Linux,Kubernetes API,Readiness probe definitions configured,
Microservices Observability,container_cpu_cfs_throttling_alert,Alert when containers are CPU-throttled,cAdvisor metrics; K8s API,Level 2,DevOps Team,Linux,cAdvisor,Metrics-server installed; Alert rules defined,
Microservices Observability,db_connection_pool_monitor,Track connection pool saturation for microservices,Service logs; DB metrics,Level 3,DevOps Team,"Linux, Windows",Prometheus,Metrics exporter configured; Pool thresholds defined,
Microservices Observability,service_error_rate_monitor,Alert on spike in service HTTP 5xx/4xx errors,HTTP metrics; monitoring server,Level 2,DevOps Team,Platform agnostic,Prometheus,Exporters deployed; Alert rules defined,
Microservices Observability,distributed_trace_latency_report,Summarize end-to-end trace latencies,Tracing backend; report engine,Level 3,DevOps Team,Linux,Jaeger,Trace retention policies configured; Reporting service access,
Microservices Observability,mesh_sidecar_injection_checker,Verify sidecar containers are present on all application pods,K8s API; admission webhook logs,Level 2,DevOps Team,Linux,Kubernetes API,Admission webhook configured; Namespace annotations loaded,
Microservices Observability,microservice_dependency_latency,Measure latency between service-to-service gRPC/HTTP calls,Tracing data; metrics collector,Level 3,DevOps Team,Linux,Prometheus,Trace collectors configured; Metrics annotations enabled,
Microservices Observability,k8s_api_call_error_monitor,Alert on failures calling Kubernetes API,K8s audit logs; metrics-server,Level 2,DevOps Team,Linux,Kubernetes API,Audit logging enabled; Exporter configured,
Microservices Observability,pod_crash_loop_backoff_detector,Detect pods stuck in CrashLoopBackOff,K8s events; metrics-server,Level 2,DevOps Team,Linux,Kubernetes API,Event collection configured; Alert rules defined,
Microservices Observability,sidecar_oom_kill_alert,Alert when sidecar containers are OOM-killed,Node metrics; container events,Level 3,DevOps Team,Linux,Kubernetes API,Metrics-server installed; Event collector enabled,
Microservices Observability,control_plane_component_health,Monitor health of K8s control plane components,K8s API; etcd metrics,Level 3,DevOps Team,Linux,Kubernetes API,Control-plane metrics exporter configured,
Microservices Observability,cluster_resource_utilization_report,Summarize CPU/memory usage across nodes,Metrics-server; Prometheus,Level 2,DevOps Team,Linux,Prometheus,Metrics-server installed; Dashboard templates loaded,
Microservices Observability,container_filesystem_usage_monitor,Alert when container rootfs usage exceeds threshold,cAdvisor; filesystem metrics,Level 2,DevOps Team,Linux,cAdvisor,Scrape config loaded; Thresholds defined,
Microservices Observability,service_restart_correlation_chart,Correlate service restarts with code deployments,CI/CD events; service events,Level 3,DevOps Team,Platform agnostic,Tenantra CI Integration,Deployment webhook enabled; Event correlation configured,
Microservices Observability,mesh_control_plane_latency_monitor,Track latency between service mesh control plane components,Mesh API metrics; Prometheus,Level 3,DevOps Team,Linux,Prometheus,Mesh metrics exporter configured; Alert rules defined,
Microservices Observability,distributed_cache_hit_ratio_checker,Monitor hit/miss ratios in distributed caching layers,Cache metrics exporter,Level 2,DevOps Team,Linux,Redis/Memcached,Exporter deployed; Threshold policies loaded,
Microservices Observability,service_memory_leak_detector,Detect containers with steadily increasing memory consumption,Metrics historian; ML model,Level 4,DevOps Team,Linux,"Prometheus, ML Engine",ML model endpoint configured; Metrics exporter configured,
Microservices Observability,sidecar_log_volume_monitor,Track log volume per sidecar for storage planning,Log shipper metrics,Level 2,DevOps Team,Linux,Prometheus,Log shipper annotations configured,
Microservices Observability,namespace_quota_usage_alert,Alert when namespaces exceed resource quotas,K8s quota API; metrics-server,Level 2,DevOps Team,Linux,Kubernetes API,Quota definitions loaded; Exporter configured,
Microservices Observability,service_blackbox_exporter_health,Verify blackbox exporter endpoints for service availability,Blackbox exporter metrics,Level 2,DevOps Team,Linux,Blackbox Exporter,Prober targets configured; Exporter up & metrics scraped,
Microservices Observability,container_config_change_audit,Detect changes to running container configs,Container runtime API; agent,Level 3,DevOps Team,Linux,Docker/K8s API,Agent with container inspect permissions; Config snapshots enabled,
Microservices Observability,service_slo_compliance_monitor,Track compliance with defined SLOs,Tenantra SLAM API; Prometheus,Level 2,DevOps Team,"Linux, Windows",Tenantra SLAM,SLO definitions loaded; Metrics integration configured,
Microservices Observability,event_mesh_message_loss_detector,Detect message loss in event mesh/broker,Broker API; monitoring plugin,Level 3,DevOps Team,Linux,Kafka/RabbitMQ,Broker endpoints configured; Consumer lag exporter enabled,
Microservices Observability,dynamic_config_change_notifier,Notify on live configmap/secret changes in K8s,K8s watch API; webhook integration,Level 3,DevOps Team,Linux,Kubernetes API,Webhooks configured; Watch filters defined,
Microservices Observability,service_circuit_breaker_trips_alert,Alert when circuit breakers frequently open/trip,Circuit breaker metrics; service mesh,Level 4,DevOps Team,Linux,Istio/Linkerd,Circuit breaker policies loaded; Metrics exporter configured,
Microservices Observability,service_connection_pool_leak_alert,Detect connection pool leaks across services,DB connector metrics; tracing data,Level 4,DevOps Team,"Linux, Windows",DB Connector,Metrics annotations enabled; Trace collectors configured,
Microservices Observability,cluster_api_audit_log_monitor,"Watch for critical audit events (e.g., RBAC changes)",K8s audit logs; policy engine,Level 4,Security & Compliance Team,Linux,Kubernetes API,Audit log webhook configured; Policy rules loaded,
Microservices Observability,microservice_schema_change_detector,Detect breaking schema changes in service interfaces,Schema registry; API logs,Level 3,Integration Team,Platform agnostic,Schema Registry,Registry credentials loaded; Watch filters defined,
Microservices Observability,service_health_override_tracker,Track manual overrides of health checks,Health check configs; audit logs,Level 2,DevOps Team,Platform agnostic,Agent (Tenantra),Override policies loaded; Audit logging enabled,
Supply-Chain Security,sbom_generator_monitor,Ensure SBOMs generated for all build artifacts,SBOM tool; CI integration,Level 3,DevOps & Security Team,Platform agnostic,Syft/SBoM Tool,CI plugin installed; Output path configured,
Supply-Chain Security,container_registry_policy_checker,Enforce image signing & vulnerability policies in registry,Registry API; policy engine,Level 4,DevOps & Security Team,"Linux, Windows",Harbor/Quay,Policy definitions loaded; Signing keys configured,
